Location,location,feature_class,latitude,longitude,Closest Ocean Basin,Distance to Nearest Ocean
Semak Daun Island,Semak,P,-7.69889,110.22556,11,37.47074751812578
Tejo,exact,P,43.37493,-4.33724,3,19.133920697690886
Ethiopia,exact,A,9.0,39.5,17,55.59746332227927
Tejo estuary,Tejo,P,-23.42833,35.22417,19,29.241601069513628
North Bohemia,exact,T,45.1834,-79.58294,3,35.796136006191986
Sacramento River,exact,L,38.06797,-121.84274,9,56.59242188262297
Ghazanchi,exact,P,40.0652,46.74796,3,52.72468478615389
Australia,exact,A,-25.0,135.0,13,74.96446417984086
Sakar,exact,T,36.89867,74.24525,15,49.80949873139538
Gemlik Bay,Gemlik,P,40.43094,29.15969,22,29.79566763097318
Medan City,exact,S,3.59054,98.67718,17,22.091215780630204
Brazil,exact,A,-10.0,-55.0,5,78.00165893314926
Vis Island,fuzzy,T,-17.6056,177.43404,12,13.66674215401954
Jinghai Bay,exact,H,36.9,122.13333,9,55.198774277522105
Ibiza,exact,P,38.90883,1.43296,22,45.83052173755866
Panjang Island,exact,T,-5.93093,106.15193,11,61.47493062165949
Lurín river,exact,H,-12.27375,-76.9043,13,50.605996347086496
Guafo Island,fuzzy,T,18.47387,-64.56699,2,7.638714993303262
Bengawan Solo River,exact,H,-6.85042,112.5751,11,39.83789447702801
White,exact,P,34.27399,-92.09098,3,45.16944165836015
Northwestern Pacific,exact,S,30.64963,-98.29197,3,25.95116605885395
Maowei Sea,Maowei,T,23.24944,119.60889,9,29.996047964194712
Tai Lake,exact,H,31.21649,120.19814,9,42.60690390376776
Oniru,exact,P,8.80169,4.27527,5,41.66141868294869
Port Comfort,exact,S,28.67771,-96.55748,3,20.541963093608114
Andaman Nicobar Archipelago,Andamān,P,10.03311,78.16505,15,63.548004876332534
Budapest,exact,P,47.49835,19.04045,3,34.5233883459558
Brønnøysund,exact,S,65.46111,12.2175,21,13.734787031258927
Menzel Abderrahmane,fuzzy,P,37.23737,9.86313,22,43.38908504792993
Ctalamochita river,exact,H,-32.91482,-62.32498,7,48.94643174061445
Ria Formosa lagoon,Ria-Sirach,P,42.61667,2.4,22,15.342287716301348
Cikapundung river,Cikapundung,P,-7.3976,108.5099,11,11.438560415586148
Argentina,exact,A,-34.0,-64.0,7,72.1319799311066
Marine Protected Area,exact,L,14.93552,-17.14768,2,61.48932462206575
Panamá,exact,A,9.0,-80.0,5,78.11700792544076
Galway Bay,exact,H,53.19972,-9.23028,3,37.886266874109694
Fort McHenry Channel,exact,H,39.24372,-76.55608,3,28.901881797009253
Sevastopol,exact,P,44.60795,33.52134,23,12.122004043863857
oceans,exact,L,32.71766,-117.16033,9,39.97524724370498
Gabon,exact,A,-1.0,11.75,5,62.15685599977874
Andaman Nicobar Islands,exact,A,11.70065,92.67517,14,29.357187684796067
BCI,exact,P,-23.55353,145.28542,13,22.672087279160387
Shanghai city,exact,P,31.22222,121.45806,9,31.143369706336
Dapeng Cove,Dapeng,P,34.28436,117.07522,9,45.76147201137467
Mangalore,exact,A,12.99592,74.92089,15,71.58553489248662
Barbados,exact,A,13.16453,-59.55165,2,37.71884965336015
Xiamen Sea,Xiamen,P,24.47979,118.08187,9,42.370699767419744
Mediterranean Marine Protected Area,Mediterranean Sea,H,35.0,20.0,22,71.78085647499321
Gulf Drin,exact,H,41.78667,19.59028,22,32.74710382955961
SWI,exact,A,10.24008,99.01865,15,60.06053254895497
Northeast Greenland,exact,L,76.0,-30.0,21,57.145860818993675
Chongon,exact,P,-2.23596,-80.07841,11,55.279818594699876
Kuroshio,exact,P,33.35,129.7,9,24.95397191692318
Vietnam,exact,A,16.16667,107.83333,9,51.37037884647932
Lhok Mata Ie Beach,Loku,P,2.4753,96.2003,16,33.40680632265632
Greater Accra,exact,A,5.75,0.0,5,168.30073335127736
Bohai Rim,Bohai,P,28.03548,119.79378,9,59.12466439047355
Fukushima Prefecture,exact,A,37.38158,140.22199,9,27.853636004805345
Kuta Beach,exact,T,-8.7207,115.1693,11,43.86489084809663
Kuala Terengganu,exact,P,5.3302,103.1408,11,44.017956454905566
Nansen,exact,L,49.25022,-82.16648,3,36.803069871781254
Mainland China,Mainland,P,-27.57371,117.9209,19,42.30152251143774
Osun State,exact,A,7.5,4.5,5,0.0
Dongying,exact,P,37.46271,118.49165,9,4.21141153529547
Greenland Sea,exact,H,75.0,-10.0,21,57.370643673113136
Biobio River,exact,H,-36.81455,-73.14829,13,46.98551275135342
Stokes,exact,L,49.93335,-92.73362,3,51.0296399179707
Lake Tollense,Lake County,A,-44.83333,168.5,13,37.06460489843053
Gulf Guinea (,exact,H,2.0,2.5,4,55.59746332227936
Ishikawa Prefecture,exact,A,36.77145,136.7705,9,38.647322819431245
Pape'ete,exact,P,-17.5347,-149.56843,12,8.218287437716532
Hong Kong’s,Høng,P,55.50736,11.28873,24,13.329999164101169
New Delhi,exact,P,28.65195,77.23149,15,31.19228160540096
Anzab Sulfa,Anzob,P,39.16074,68.81676,3,46.533346796305274
Atlantic Rain Forest,Atlantic,P,41.50478,-80.33895,3,13.422287215632288
Kelapa Dua Island,Kelapa,P,4.3929,117.7885,11,34.12839645526803
San Pablo,exact,P,14.0683,121.3256,9,51.55039456884644
GoM,exact,L,39.72931,45.23053,3,34.394106899231886
Granville,exact,A,18.45053,-77.68847,2,20.623919753395846
Menorca,exact,S,39.8626,4.21865,22,46.96102068428461
Richard's Bay Harbour,fuzzy,H,-28.8,32.08333,19,52.59212548239639
Buzău River,exact,H,45.43333,27.73333,22,19.64814451636171
Yamen Waterway,Yamen,P,22.18848,113.07323,9,55.91381487718821
Ducie Atoll,exact,T,-24.67406,-124.77733,12,34.07246320838613
Mazatlán,exact,P,23.2329,-106.4062,9,31.205353160624778
Southern Oceans,fuzzy,H,-60.0,90.0,20,62.06564062208868
Central Europe,exact,L,50.28762,15.1903,3,32.24383262843636
Kuroshio Extension Bifurcation,Kuroshio,P,33.35,129.7,9,24.95397191692318
Aru Sea,exact,H,-6.04224,135.23071,11,58.96431769560778
San Francisco Grande,exact,P,20.70071,-88.47345,3,22.48837083508749
East Asian Seas,East,A,65.0,-15.0,3,60.27283649520755
Trat Province,exact,A,12.5,102.5,9,0.0
Pinellas County,exact,A,27.90268,-82.73955,3,50.60706461434627
South Atrato Delta,South,L,33.45876,-90.15081,3,32.7089856377989
Heidelberg,exact,P,49.40768,8.69079,3,17.192176344626702
Chonburi province,exact,A,13.3,101.3,9,31.025510581006962
uMgeni,exact,H,-30.45743,30.52992,19,5.534225429121792
Paraíba,exact,A,-7.25,-36.5,5,27.798731661139545
Patos Lagoon's,Patos,S,-7.03916,-37.25615,5,57.87307491388404
Yoshida,exact,L,34.75,138.25,9,36.00061927472808
North Han River,exact,H,37.58763,-76.28911,3,20.99166544840856
West Papua,exact,A,-2.59026,139.41564,11,13.731309426724724
Manado,exact,P,1.48218,124.84892,10,38.83557937930602
Arno River,exact,H,43.68333,10.28333,22,26.8337596650854
Eastern Atlantic,exact,L,37.02332,-77.36954,3,54.247216429097705
Aceh Jaya,exact,A,4.86,95.64,17,42.931820729391184
Canadaway Creek,exact,H,42.477,-79.36838,3,11.091273991792487
Bahía Manzanillo,exact,H,9.36168,-79.88897,5,45.35441693679837
Mahiga Creek,exact,H,10.31528,123.91806,9,50.1231139331463
Auckland,exact,P,-36.84853,174.76349,13,45.32245418326855
franciscana,exact,P,-24.97854,-58.82344,7,62.436894655302446
Rügen,exact,T,54.41667,13.4,24,11.297602043441978
Carmel,exact,A,18.17326,-77.93929,2,58.90547243655217
Guadalete river,exact,H,36.58859,-6.23019,3,26.038369749237333
District Banyuwangi,Banyuwangi,P,-8.2325,114.35755,11,33.62035665611792
Northern Amazon,Northern,L,-20.04022,145.93238,13,68.17525853743878
Northeast Cape,exact,L,63.29549,-168.70193,9,24.86408011524205
Republic Korea,exact,A,40.0,127.0,9,69.94042916169451
Djibouti,exact,A,11.83333,42.5,26,37.0646048984307
‘Great Pacific Garbage Patch,Pacific,P,38.482,-90.74152,3,21.11526186631393
Cochin,exact,A,53.07895,-108.3418,9,47.98494272050211
West Ireland,exact,S,53.91028,-8.81806,3,50.19502560007022
Canadian Arctic Archipelago,exact,T,75.00018,-90.00704,21,57.302375427658596
Playa Grande,exact,S,15.9975,-90.7417,3,61.06829824138864
Nujiang River,fuzzy,P,31.23933,121.39297,9,30.714777357669135
Sari,exact,P,36.56332,53.06009,15,39.930793437593145
Indian Himalayas,Indian,L,45.75011,-77.44949,3,28.086967682327398
Turku,exact,P,60.45148,22.26869,24,13.775328551109016
Goloustnaya River,Goloustnaya,H,52.03214,105.4429,9,52.168565181274325
Skudai River,fuzzy,H,33.81598,-89.74744,3,41.94014649564202
Pra Estuary,Pṟā,T,35.67499,71.28345,15,27.605518125159954
Sargasso Sea,exact,H,30.0,-60.0,2,73.46865591563588
Turag,exact,P,41.86006,47.9737,3,56.129817941694576
Uswetakeiyawa,exact,A,7.03305,79.86231,17,65.52108433163481
La Mancha Húmeda,La,P,11.73022,104.48683,9,25.639453900351832
Bohemian Cretaceous Basin,Bohemian,P,29.54383,-89.75562,3,25.208924973393792
Jember,exact,P,-8.17211,113.69953,11,42.558345803087086
Tegal,exact,P,-6.8694,109.1402,11,57.15005723344851
Tan Thanh,exact,A,20.06667,105.33333,9,51.22397750813878
Taranto,exact,P,40.46438,17.24707,22,21.755316366394048
Cikapundung River,Cikapundung,P,-7.3976,108.5099,11,11.438560415586148
Main Hawaiian Islands,Main,H,49.99427,8.29447,3,56.90960365999815
Rio Strait,exact,H,28.73331,-13.83582,2,41.803797169082515
Xisha Trough,Xisha,P,27.66931,110.21259,9,34.0114608682162
W Atlantic,exact,S,39.3922,-74.5334,3,12.325133189869138
East Timor,exact,A,-8.83333,125.75,11,46.14114728986004
West Antarctic,exact,H,-80.0,-120.0,20,56.38855794616553
Cotijuba Island,fuzzy,T,-1.43333,-52.1,5,45.0771740139842
Jiangmen,exact,P,22.58333,113.08333,9,43.783578021969355
Silver Coast,exact,L,40.1103,-8.8674,3,53.36980326503331
Sanya,exact,P,18.25435,109.50947,9,27.33330740952415
Nalón Estuary,Nalon,P,25.24288,97.41559,15,29.821719084102284
Luoyuan Bay,exact,H,26.40873,119.71029,9,23.264982543573026
European Rivers,European,S,48.92699,31.47799,23,47.50657531675962
Bangladesh,exact,A,24.0,90.0,15,75.23757710567963
Tristan,exact,A,-37.11284,-12.28343,6,47.11915555555978
North Island,exact,S,32.69922,-117.21531,9,34.66912719624324
Baltic Seas,fuzzy,H,56.0,18.0,24,63.60120918678821
Malaysia,exact,A,2.5,112.5,11,0.0
Northern Nigeria,Northern,L,-20.04022,145.93238,13,68.17525853743878
Espejo Chico,exact,P,-40.59528,-71.71656,13,21.143735625087615
Western Black Sea,Western,A,19.30833,-81.375,2,25.02200550299133
North Pacific High,fuzzy,S,57.05157,-135.32393,9,50.973970040364144
Cha Va River,fuzzy,H,34.60843,-83.16516,3,32.94945881853255
Chao Phraya River,exact,H,13.53333,100.60214,15,11.648191671885797
Lake Tanganyika,exact,H,-6.0,29.5,17,55.59746332227936
Alalakeiki,exact,H,20.58078,-156.43418,8,11.298379746636758
Spiekeroog,exact,A,53.7705,7.69593,3,32.734755095765024
Pantanal,exact,L,18.51667,-68.41667,3,8.98000979623098
South Atlantic MEs,South,L,33.45876,-90.15081,3,32.7089856377989
Glynn County,exact,A,31.21324,-81.4937,3,31.891868124948644
Da Nang Bay,exact,S,16.04392,108.19937,9,60.01345412812664
West,exact,L,51.52604,-131.16073,8,23.65557562248955
Zurich,exact,P,47.36667,8.55,3,15.29520061683405
Kadambrayar river,River,P,13.14224,-59.43953,2,40.31559148904174
Las Salinas Beach,fuzzy,T,39.46728,-0.32129,22,101.22267190793065
Northern Tyrrhenian sea,Northern,L,-20.04022,145.93238,13,68.17525853743878
Negombo,exact,P,7.2083,79.8358,17,49.2284352785654
Van Bay,exact,S,38.46822,43.3323,15,15.018474486465074
Alampur,exact,A,31.8818,76.5126,15,42.47095787282243
Tagus,exact,P,48.3464,-101.93405,3,36.298431375687116
Punta Rasa,exact,T,-40.87,-62.31219,7,44.08460874668477
Shanghai Municipality,exact,A,31.16461,121.38988,9,38.732533745791
Bambalapitiya,exact,A,6.90282,79.85472,16,59.504998574196804
Fulton,exact,P,43.32285,-76.41716,3,20.803710398259543
Victoria Harbour,exact,P,45.11077,-64.88417,3,52.68637987993513
Lima River,exact,H,44.0,10.58333,22,55.99222072227825
Antarctic Slope Current,Antarctica,L,-78.15856,16.40626,20,38.02488817819223
Samut Songkhram province,exact,A,13.4,99.95833,15,50.79812426083788
Straits Sicily,exact,H,37.33333,11.33333,22,23.667066060341934
North Sumatra,exact,A,2.0,99.0,17,78.59625797464898
Bay,exact,P,18.47116,-77.91883,2,44.28508296825715
Mosquito Lagoon,exact,H,28.75082,-80.75033,3,37.07859782089969
Circumpolar oceans,Oceano,P,35.09886,-120.61239,9,45.75599432461187
Lahundape Mangrove Tracking Area,Mangrove,P,13.23646,-59.61617,2,31.885490202928327
Croatia,exact,A,45.16667,15.5,22,37.06460489843053
Norfolk,exact,P,42.02834,-97.417,3,52.889060734308174
Dois Rios,exact,H,-21.6,-41.8,7,32.95898084234286
North eastern,exact,A,1.0,40.25,17,62.156855999778585
Suzukawa,exact,P,42.76743,140.97517,9,48.94158833610426
North Island Qilianyu,Grande Região Norte,L,-4.0,-60.0,5,78.51852969413663
Skagway,exact,A,58.7586,-136.23715,9,32.53222598746528
Danxia,exact,T,25.01667,113.75,9,59.33349161944603
Amazon Basin,exact,T,-2.5,-60.0,5,55.5445465212436
Indiana,exact,A,40.00032,-86.25027,3,59.466764076502756
Charleston Harbor Estuary,Charleston,P,38.34982,-81.63262,3,20.30600956219247
Pengudang Village,fuzzy,A,25.05573,121.56753,9,49.86501667640731
Nagoya,exact,P,35.18147,136.90641,9,51.12133117569443
BBE,exact,P,18.26667,-72.0,3,58.79439447020398
Southeast Queensland,Southeast,L,10.75053,106.7505,9,39.05808720184786
Columbia River,exact,L,45.7047,-121.7917,9,32.141264935255734
Potter Cove,exact,H,41.38732,-71.53117,3,12.795978904423512
Cornwallis Island,exact,T,75.13488,-95.00138,21,42.962488990797
San Francisco,exact,P,9.9938,-84.12742,11,68.42552589241072
Palermo,exact,P,38.1166,13.3636,22,44.262163097321654
Great Lakes,exact,L,44.57143,-84.69022,3,17.041233140209105
Kolatoli,exact,P,26.59542,87.99493,15,50.361422726289724
Anzali Wetland,Andali,P,39.01281,16.76926,22,58.9252322606983
Fengshan River,exact,H,24.855,120.93833,9,59.32700680784472
Raoul,exact,P,34.44954,-83.59434,3,10.30857331224839
XSO,exact,P,7.70611,122.13528,27,46.27275429159449
Azores archipelago,exact,T,37.74058,-25.67282,2,30.77840050273511
Durmont D'Urville,fuzzy,S,-66.66667,140.0,20,28.838493241740036
Hangzhou City,exact,P,30.29365,120.16142,9,39.761643153042904
Pasur,exact,P,11.23042,77.86071,15,49.445136630749545
Asturias,exact,L,43.33333,-6.0,3,44.43392068218301
Qishan District,exact,A,22.86667,120.46667,9,40.914983594499745
Winyah Bay,exact,H,33.26191,-79.2352,3,36.13048345838549
Southern India,exact,T,22.20775,76.97021,15,58.26077974135865
Tsushima Current,exact,H,35.0,130.0,9,71.78085647499285
Bira Besar Island,Bira,P,49.00135,132.46826,9,55.495187479279906
WP,exact,A,3.13269,101.68549,11,45.739910614425
west Spitsbergen,exact,T,78.75,16.0,21,29.883036113751373
Isla del Carmen,exact,L,18.6559,-91.79828,3,35.90148427513778
Falkland Islands,exact,A,-51.75,-59.16667,20,36.086287580959386
Udupi district,Udupi,P,13.33467,74.74617,15,32.355760095155325
Loch Lomond,exact,H,56.08333,-4.6,3,46.74072489113759
Lake Maggiore,exact,H,46.01175,8.70754,22,56.587198213569046
Norway,exact,L,68.29367,17.16752,21,26.676631767131056
"Sekong, Sesan,",Sekong,P,15.34582,106.72368,9,29.475175190532855
Coliumo,exact,P,-36.55221,-72.95844,13,41.373047396499906
Xiaolangdi,exact,A,34.8556,112.345,9,42.00445420926016
Blacklick Creek,exact,H,39.88117,-82.90657,3,54.8326387283977
Neuchâtel,exact,A,46.99087,6.79767,22,59.10700956791418
Perachora Peninsula,Perachora,P,38.03021,22.94902,22,65.31144573675697
Tasiujarjuaq,fuzzy,H,62.78333,-50.16667,3,35.81449135570802
Yangtze River Mud Area,Yangtze River,H,31.76986,121.04664,9,52.36974201149076
Northern coast,exact,L,18.0,84.0,15,76.67453157214337
Bendera Estuary,Tighina,P,46.83156,29.47769,23,36.90707460568661
Haizhou Bay，a,Haizhou,P,34.58167,119.12889,9,35.18352075629566
Martapura River's,fuzzy,H,-3.2919,114.5811,11,24.829041339376904
Geoje Island,exact,T,34.85472,128.63917,9,41.445254539212925
East Qeshm Island,East,A,65.0,-15.0,3,60.27283649520755
South-East Asia,exact,P,11.0059,109.16,9,66.28299503619965
Maxwell Bay,exact,H,74.66825,-88.80852,21,20.81270359469483
Gorgan Bay,exact,H,36.82373,53.75,15,42.344456520300895
Falkland,exact,A,-51.75,-59.16667,20,36.086287580959386
marinas,exact,T,37.74574,23.5549,22,27.749526444356846
Humboldt Current System,Humboldt,A,52.20185,-105.12362,9,41.86417457778233
Rivers,exact,A,4.74974,6.82766,5,45.71625842191832
Lake Donghu,Lake County,A,-44.83333,168.5,13,37.06460489843053
Great Senggarang beach,Great River,H,18.44917,-77.99199,2,52.19434871764443
Karnafully River's,Rivers State,A,4.74974,6.82766,5,45.71625842191832
Bautzen,exact,P,51.18035,14.43494,3,35.829608278405786
Sontecomapan,exact,P,18.50289,-95.03507,3,49.02692686073778
Calahonda,exact,P,36.70243,-3.41437,22,23.771710462975236
Fernando de Noronha Island,fuzzy,U,-3.0,-31.0,4,78.56335725160214
Cocos,exact,L,-7.1,-41.63333,5,46.8459091103897
Petit-Bourg,exact,P,16.19163,-61.5914,2,35.649085978251684
Bahrain,exact,A,26.03333,50.55,25,52.13029308739506
Gulshan,exact,P,37.57466,69.4297,15,10.360600039474791
Lake Gökgöl,Lake County,A,-44.83333,168.5,13,37.06460489843053
Kepulauan Riau,exact,A,0.63333,107.01868,11,110.22895739698316
Jeju Island,exact,A,33.41667,126.5,9,9.26587323729116
Gili Banta Island,fuzzy,T,-7.21944,113.78056,11,43.937621035036486
Paradise,exact,P,39.75961,-121.62192,9,30.697577396915882
Massacciuccoli,fuzzy,P,43.83555,10.35972,22,38.980177749876844
Lake Guaíba,exact,H,-30.2795,-51.18696,7,38.76479262407477
Tyrrhenian Sea,exact,H,40.0,12.0,22,69.94042916169475
Chonburi Province,exact,A,13.3,101.3,9,31.025510581006962
Karnataka,exact,A,14.66667,75.83333,15,40.375195658524284
Brahmaputra River,exact,H,23.57889,90.54831,15,10.060054463561546
Subrahmanya,exact,L,12.66018,75.6309,15,22.782637857448194
XJ River,River,P,13.14224,-59.43953,2,40.31559148904174
Luoma Lake,exact,H,34.05611,118.20833,9,56.1643264200772
DES,exact,P,41.60054,-93.60911,3,14.40214245786812
Alexandria Bay,exact,P,44.33588,-75.91773,3,37.86455914207695
Tobishima Island,exact,T,39.19665,139.55153,9,34.02076148347342
Pengujan,exact,T,-3.02223,111.54843,11,53.39696086925312
Republic Fiji,exact,A,-18.0,178.0,12,76.67453157214337
Salish Sea,exact,H,48.29416,-123.08533,9,38.22486039185401
Megacity Jakarta,Jakarta,P,-6.21462,106.84513,11,49.61534121631195
Ennore,exact,P,13.24751,80.32835,15,33.66077008030449
NHB,exact,P,35.84252,49.45055,15,38.347538151412586
Côte d'Ivoire,exact,A,8.0,-5.5,5,55.597463322279445
Southeast China,exact,L,30.38715,-92.71542,3,24.164607024457332
Kuwait City,exact,P,29.36972,47.97833,25,48.53443291032426
ND,exact,L,46.88408,-100.97861,3,56.182418253479916
Qarasu,exact,P,50.74233,64.59385,3,27.747340703963996
Tajpur Beach,Tajpur,L,30.11667,71.30556,15,46.5321356728626
ROK,exact,P,34.74648,-92.28959,3,33.49393021707911
Tambo River,exact,H,-37.85,147.8,19,47.02908961226783
Admiralty Bay,exact,P,-40.95,173.91667,13,61.12797911411498
Jembrana,exact,P,-8.36667,114.65,11,22.181348219921492
Kinmen,exact,T,24.44583,118.37611,9,13.910064620787745
Playa Norte,exact,T,18.85456,-110.98231,8,64.30862898578242
Rasht,exact,P,37.27611,49.58862,15,26.09756972494877
Southern North Sea,Southern,A,22.24112,114.20769,9,41.61822993028381
Corfu Island,exact,L,47.34734,-61.95047,3,37.90304662998553
French,exact,L,46.8334,-74.66593,3,39.17492391249965
Kali Mati Estuary,Santiago de Cali,P,3.43722,-76.5225,11,7.414063170504689
Natura,exact,P,-8.52583,126.99556,11,54.57228322659866
South Tamil Nadu,South,L,33.45876,-90.15081,3,32.7089856377989
Irian Jaya,exact,A,-2.59026,139.41564,11,13.731309426724724
Maeklong River,fuzzy,H,13.36429,99.9989,15,56.02805653387155
Ogun,exact,A,7.0,3.58333,5,56.35216417932448
Eastern Mediterranean Sea,fuzzy,H,34.88593,22.36816,22,44.57412863801693
Haichow Bay,exact,H,34.92417,119.31861,9,49.99480328438408
Kuantan,exact,P,3.8077,103.326,11,39.28695616418715
Puerto Hondo,exact,T,20.93662,-99.64568,1,50.85918057879912
Haizhou Bay,exact,H,34.92417,119.31861,9,49.99480328438408
Montreux,exact,P,46.43301,6.91143,22,32.37930803252005
Gio,exact,P,43.35841,-6.84322,3,31.8754256024452
Nahuel Huapi,exact,L,-41.0,-71.5,13,55.597463322279445
Garbage Patch,Garbamé,P,17.00718,-1.21793,3,62.45107980816061
Nhue,exact,A,20.96088,105.32728,9,54.30418169550728
Angke Kapuk,Angke,P,32.1601,100.899,15,53.23434923302442
Dafeng,exact,P,34.97583,113.22861,9,58.43302460042595
North Western Mediterranean Sea,Grande Região Norte,L,-4.0,-60.0,5,78.51852969413663
Snæfellsnes peninsula,exact,T,64.87022,-23.11364,2,45.07908794389685
Chilika lake,exact,H,19.73078,85.33656,15,30.84763450523602
Juan de Nova,exact,A,-17.0558,42.72712,18,54.965227440718195
Pasir Jambak Coast,Pasir,L,-0.17127,100.30279,17,149.36608756063538
Rio Formoso Estuary,Rio,P,38.29558,21.78504,22,33.67036707969706
Ferney,exact,P,46.25858,6.11063,22,40.15957038719417
San Rossore,exact,S,43.72351,10.38758,22,26.449885132776938
Kolyuchin Bay,exact,H,66.81879,-174.37929,21,35.84448775866882
Atlantic Ocean,exact,H,-45.0,-15.0,6,67.99327454135923
Bhubaneswar city,exact,P,20.27241,85.83385,15,43.02657284179061
Lake Victoria,exact,H,-1.0,33.0,17,78.61720677100749
Southern,exact,L,21.28937,78.66211,15,28.813762300899757
Hawai'i Island's,fuzzy,T,19.54814,-155.66494,8,18.095780658630222
Namibia,exact,A,-22.0,17.0,7,75.75582882509175
Shahe River,exact,H,36.62236,114.09505,9,38.642223658799175
Deepwater Horizon,Deepwater,P,38.26058,-93.77299,3,35.706766169875316
Bagoong Balayan,Bagoang,P,-6.429,106.4582,11,9.146478465231981
Subantarctic Current,Current,P,25.408,-76.78397,2,30.290686610116413
Tumaco,exact,P,1.79112,-78.79275,11,45.89839936567325
Epamulla,exact,P,7.0785,79.8486,17,60.621874898979975
Nagapattinam,exact,A,10.80724,79.82442,15,49.23404062683696
Bio-bío,exact,A,-37.375,-72.45,13,14.583567721831068
Sapi Island,exact,T,4.68954,119.41052,11,23.292800883268814
Henares river,exact,H,40.40257,-3.49761,22,10.83560900388828
Seybousse,exact,S,36.903,7.756,22,50.288672864226804
Semarang,exact,P,-6.99306,110.42083,11,55.518404250154816
Juquehy Beach,Juqueí,P,-23.76667,-45.73333,7,38.003021856311506
Woods Hollow Shale,Woods,P,37.63565,-82.65266,3,20.212619879472893
Mar Menor lagoon,Mar,P,63.525,118.99417,9,24.66457541262212
Tet River,exact,H,42.71278,2.97772,22,45.69903991466798
Northeast Pacific Ocean,fuzzy,U,20.0,-140.0,8,76.2353432132595
Ravi river,exact,H,30.62123,71.82683,15,34.073541518802145
Sundarban Biosphere Reserve,Sundarbans,L,22.0,89.0,15,75.75582882509153
Frontier,exact,A,49.20551,-108.56259,9,33.05812762200037
Zhugang,exact,P,24.48444,120.70444,9,20.75937335435812
NW Mediterranean,Now,P,34.3808,63.32949,15,20.49826675903946
Blackbeard,exact,H,38.14624,-76.61607,3,40.61857626406177
karst,exact,P,51.22929,6.61883,3,31.2116120473833
Raystown Lake,exact,L,40.33483,-78.16214,3,33.991201627912304
Mabini Protected Landscape,Mabini,P,17.09936,121.73454,9,51.03553740828405
Shanghai Megacity,Shanghai,P,31.22222,121.45806,9,31.143369706336
Pacific coast,exact,L,39.28,-155.26,8,31.997035722984943
Amazon River,exact,H,-0.16667,-49.0,5,158.33879252677306
Superagui Islands,Superagui,P,-25.41667,-48.23333,7,28.331118142625524
North Atlantic Gyre,Grande Região Norte,L,-4.0,-60.0,5,78.51852969413663
Ufa,exact,P,54.74306,55.96779,3,40.464977390433916
Gulf Penas,exact,H,-47.26274,-74.86604,13,38.15169897930953
LIgurian Sea,exact,H,43.5,9.0,22,40.3289143518225
Bohai,exact,L,34.4108,71.20036,15,29.208885092706865
IAB,exact,S,37.63045,-97.26064,3,25.602619845516692
Angers,exact,P,47.47156,-0.55202,3,71.3033499169384
Vientiane City,exact,S,17.96713,102.6101,9,53.235288357187834
Gangetic delta,exact,T,23.0,89.0,15,75.50143971474105
Punjab,exact,A,30.85,72.31667,15,42.6852460529928
Jutuba Island,fuzzy,T,78.94415,12.28869,21,49.600461976865795
Capaccio Paestum,exact,P,40.42435,15.07981,22,36.530134441992786
Celtic Seas,fuzzy,H,50.0,-9.0,2,65.99179674080652
northwest Atlantic,exact,U,54.0,-48.0,2,64.39068499205007
Banc d'Arguin,exact,L,20.23333,-16.1,3,51.16572059343055
Chicago River,exact,H,41.88638,-87.63783,3,44.461552562870274
Mekong,exact,L,10.01211,105.83224,9,65.30466723619905
Sababia,fuzzy,L,22.95139,-81.05361,3,67.93607353436327
Woha,exact,P,-8.61802,118.64788,11,20.895424655670794
River Citarum,exact,H,-5.93833,106.99333,11,73.17687253093861
Pertuis Charentais,Pertuis,P,43.69415,5.50291,22,21.589766796086074
ASEAN EEZ,Association of Southeast Asian Nations,A,-6.23843,106.79917,11,44.03374148401582
LA,exact,P,-16.5,-68.15,7,37.31555684931268
Chillón river,exact,H,-11.93578,-77.13594,13,62.603469259365895
Seattle,exact,P,47.60621,-122.33207,9,17.271343288067126
Loess Plateau,exact,T,37.0,108.0,9,71.06057746548572
Syr Darya,exact,H,46.08871,60.95421,3,57.52676868123736
Mand,exact,L,26.11667,62.06667,15,60.68345116212833
French Guiana,exact,A,4.0,-53.0,5,78.51852969413663
Antuã River,fuzzy,H,0.97278,-61.35389,5,60.832768838478096
Dongguan,exact,P,23.01797,113.74866,9,59.31417063643501
Saigon river,exact,H,10.74393,106.75913,9,39.21392765843719
Thoothukudi,exact,P,8.76735,78.13425,17,50.00487310408964
Baoding city,Baoding,P,38.87288,115.46246,9,41.590194600904795
Belgium,exact,A,50.75,4.5,3,27.798731661139367
South Indian Ocean,exact,U,-60.0,120.0,20,62.06564062208868
Enseada Guarujá,exact,H,-23.99182,-46.23942,7,60.77978441344808
Juhu,exact,P,19.10259,72.82425,15,55.77348312710389
Vembanad,exact,H,9.5917,76.39471,17,15.403602644976202
Bay Bengal,exact,H,13.5392,87.6709,14,18.98382131686689
Cerro Azul,exact,P,-27.63363,-55.49746,7,14.861087244183922
Subtropical Convergence Zone,Convergencia,P,17.64762,-101.56155,9,17.663795369438432
Gulf California,exact,H,26.77504,-110.56641,9,31.287247762067828
Ciénaga Grande de Santa Marta,exact,H,10.83333,-74.41667,3,38.16673463998965
Wellington Harbour,exact,L,-41.29115,174.78565,13,33.27231392014086
