,Topic,Words,Frequency,Timestamp
447,23,"plastic, ng, plastics, pcbs, additives",8,2021
448,24,"microalgae, growth, mg, ps, effects",12,2021
449,25,"coral, corals, reef, microplastics, reefs",19,2021
450,26,"fish, plastic, species, ingested, ingestion",14,2021
451,27,"atmospheric, airborne, mp, mps, air",9,2021
452,28,"plastic, waste, ocean, oceans, plastic pollution",12,2021
453,29,"nanoplastics, aged, environment, particles, surface",13,2021
454,30,"road, stormwater, wear, twp, particles",11,2021
455,31,"fish, mps, ingestion, levels, microplastic",7,2021
456,32,"separation, extraction, density, recovery, methods",15,2021
457,33,"ds, pe, sunlight, plastics, pure",7,2021
458,34,"microplastics, microplastic, marine, particles, zooplankton",9,2021
459,35,"plastic, packing bag, packing, bag, waste",8,2021
460,36,"microplastics, plastic, glitter, microplastics degradation, degradation",4,2021
461,38,"paes, aquatic, ng, pahs, concentrations",9,2021
462,-1,"microplastics, plastic, marine, mps, microplastic",467,2022
463,0,"microplastics, mps, water, microplastic, sediment",275,2022
464,1,"exposure, effects, ps, mps, exposed",154,2022
465,2,"plastic, waste, pollution, marine, plastic pollution",171,2022
466,3,"fish, mps, microplastics, mp, species",147,2022
467,4,"microbial, bacterial, plastic, plastisphere, bacteria",139,2022
468,5,"litter, debris, marine, items, marine debris",98,2022
469,6,"plastic, ocean, model, surface, debris",58,2022
470,7,"soil, mps, soils, microplastics, groundwater",68,2022
471,8,"microplastics, mps, sea, abundance, ocean",67,2022
472,9,"plastic, ingestion, species, plastic ingestion, ingested",33,2022
473,10,"microplastics, research, mps, studies, environmental",57,2022
474,11,"debris, species, marine debris, marine, entanglement",16,2022
475,12,"adsorption, desorption, mps, sorption, ps",31,2022
476,13,"human, health, food, microplastics, mps",33,2022
477,14,"microfibers, fibers, washing, textile, microfiber",24,2022
478,15,"plastic, plastic debris, debris, beach, items",24,2022
479,16,"transport, settling, mps, velocity, particles",34,2022
480,17,"mps, sludge, removal, treatment, wastewater",28,2022
481,18,"plastic, plastic pollution, transport, rivers, pollution",23,2022
482,19,"gear, fishing, fisheries, fishing gear, lost",20,2022
483,20,"images, debris, marine debris, learning, marine",19,2022
484,21,"spectral, detection, sensing, marine, floating",23,2022
485,22,"masks, ppe, face, face masks, covid",34,2022
486,23,"plastic, plastics, marine, additives, toxicity",13,2022
487,24,"microalgae, growth, ps, mps, effects",21,2022
488,25,"coral, corals, reef, microplastics, microplastic",17,2022
489,26,"fish, species, plastic, ingestion, mps",14,2022
490,27,"atmospheric, amps, mps, airborne, deposition",16,2022
491,28,"plastic, ocean, plastic pollution, pollution, plastics",15,2022
492,29,"nanoplastics, weathering, environment, particles, plastics",19,2022
493,30,"road, stormwater, twp, tire, wear",9,2022
494,31,"mps, fish, aquaculture, trophic, species",17,2022
495,32,"separation, extraction, recovery, method, sediments",7,2022
496,33,"degradation, adsorption, weathering, surface, pet",17,2022
497,34,"microplastic, particles, size, microplastics, bivalve mollusks",6,2022
498,35,"plastic, plastics, waste, environment, products",15,2022
499,36,"plastic, microplastics, environment, marine, pollution",13,2022
500,38,"tbc, pahs, pbdes, aquatic, pollutants",6,2022
501,-1,"microplastics, mps, plastic, marine, microplastic",519,2023
502,0,"microplastics, mps, microplastic, water, sediment",334,2023
503,1,"exposure, effects, ps, nps, mps",177,2023
504,2,"plastic, waste, marine, pollution, plastic waste",161,2023
505,3,"fish, mps, microplastics, species, mp",163,2023
506,4,"microbial, plastic, plastisphere, bacteria, bacterial",153,2023
507,5,"litter, debris, marine, marine debris, items",97,2023
508,6,"ocean, plastic, model, debris, surface",58,2023
509,7,"soil, mps, soils, microplastics, groundwater",92,2023
510,8,"microplastics, mps, sea, ocean, surface",62,2023
511,9,"plastic, species, ingestion, plastic ingestion, ingested",24,2023
512,10,"microplastics, mps, research, aquatic, environmental",70,2023
513,11,"debris, species, marine debris, sargassum, entanglement",14,2023
514,12,"adsorption, mps, sorption, desorption, heavy",36,2023
515,13,"human, microplastics, health, food, mps",48,2023
516,14,"microfiber, microfibers, fibers, composite, textile",27,2023
517,15,"plastic, debris, waste, plastic debris, beaches",25,2023
518,16,"transport, settling, particles, mp, mps",45,2023
519,17,"mps, wwtps, treatment, wastewater, removal",35,2023
520,18,"plastic, transport, rivers, river, plastic transport",25,2023
521,19,"fishing, gear, aldfg, fishing gear, lost",27,2023
522,20,"debris, detection, marine debris, marine, images",44,2023
523,21,"spectral, plastic, sensing, remote sensing, remote",24,2023
524,22,"masks, ppe, face, face masks, covid",27,2023
525,23,"plastic, sos, additives, hbcds, plastics",15,2023
526,24,"microalgae, ps, growth, mps, effects",24,2023
527,25,"coral, reef, corals, reefs, microplastic",14,2023
528,26,"fish, species, plastic, ingestion, particles",14,2023
529,27,"atmospheric, airborne, deposition, atmosphere, mps",23,2023
530,28,"plastic, ocean, waste, oceans, plastic pollution",15,2023
531,29,"adsorption, nanoplastics, aging, twp, rubber",13,2023
532,30,"stormwater, road, trwp, urban, runoff",19,2023
533,31,"mps, fish, aquaculture, mp, trophic",15,2023
534,32,"separation, extraction, method, sample, recovery",12,2023
535,33,"degradation, uv, weathering, pp, pet",19,2023
536,34,"microplastic, microplastics, lamprey, particles, walruses",10,2023
537,35,"plastic, slwac, concrete, stretching, strength",7,2023
538,36,"plastic, microplastics, particles, environment, aquatic",11,2023
539,38,"pah, pahs, dbdpe, ng, mps",12,2023
540,-1,"microplastics, mps, plastic, marine, microplastic",344,2024
541,0,"mps, microplastics, water, sediment, microplastic",234,2024
542,1,"exposure, effects, ps, nps, mps",127,2024
543,2,"plastic, waste, pollution, marine, plastic waste",102,2024
544,3,"fish, mps, microplastics, mp, microplastic",88,2024
545,4,"microbial, plastic, bacterial, plastisphere, communities",143,2024
546,5,"litter, debris, marine, items, beach",51,2024
547,6,"ocean, model, plastic, debris, marine",17,2024
548,7,"soil, mps, soils, microplastics, groundwater",61,2024
549,8,"mps, microplastics, surface, pollution, ocean",34,2024
550,9,"plastic, species, ingestion, seabirds, plastic ingestion",19,2024
551,10,"microplastics, review, research, mps, microplastic",40,2024
552,11,"debris, species, turtles, marine debris, marine",10,2024
553,12,"adsorption, mps, salinity, sorption, desorption",24,2024
554,13,"mps, human, health, food, products",27,2024
555,14,"microfibers, fibers, microfiber, melt, bicomponent",18,2024
556,15,"plastic, beaches, plastic debris, litter, debris",18,2024
557,16,"transport, mp, mps, settling, particles",26,2024
558,17,"mps, removal, treatment, wastewater, sludge",30,2024
559,18,"plastic, transport, plastic pollution, plastic transport, rivers",22,2024
560,19,"fishing, aldfg, gear, fisheries, ghost",13,2024
561,20,"debris, detection, images, marine debris, marine",16,2024
562,21,"sensing, spectral, plastic, floating, detection",13,2024
563,22,"masks, face, face masks, ppe, covid",13,2024
564,23,"plastic, additives, marine, dbp, plasticisers",10,2024
565,24,"microalgae, growth, ps, nps, mps",16,2024
566,25,"coral, corals, microplastic, reef, microplastics",11,2024
567,26,"species, fish, plastic, porosus, stomachs",7,2024
568,27,"atmospheric, airborne, air, mps, deposition",20,2024
569,28,"climate change, climate, plastic, ocean, change",5,2024
570,29,"nanoplastics, surface, microplastics, environment, aging",9,2024
571,30,"stormwater, road, urban, tire, wear",10,2024
572,31,"fish, mps, 5β, microplastic, freshwater",12,2024
573,32,"separation, pretreatment, recovery, sediment, samples",5,2024
574,33,"uv, degradation, pressure, hdpe, irradiation",5,2024
575,34,"estuary, nbss, zooplankton, shelf, particles",2,2024
576,35,"concrete, plastic, waste, strength, compressive",6,2024
577,36,"plastic, environment, microplastic, microplastics, aquatic",5,2024
578,38,"pahs, br, br pahs, cl, opes",8,2024
579,27,"terrestrial transport, marine transport, number concentration, transport, air mass",1,2025
