,Title,DOI,Author
6683,"Occurrence and Distribution of Microplastics in the Sea Surface Microlayer in Jinhae Bay, South Korea",10.1007/s00244-015-0209-9,Song Y.K.
6684,Potential Health Impact of Environmentally Released Micro- and Nanoplastics in the Human Food Production Chain: Experiences from Nanotoxicology,10.1021/acs.est.5b01090,Bouwmeester H.
6685,Benthic plastic debris in marine and fresh water environments,10.1039/c5em00188a,Corcoran P.
6686,Toxicity of leachate from weathering plastics: An exploratory screening study with Nitocra spinipes,10.1016/j.chemosphere.2015.03.010,Bejgarn S.
6687,"Seabirds, gyres and global trends in plastic pollution",10.1016/j.envpol.2015.02.034,Van Franeker J.A.
6688,"Bimonthly variability of persistent organochlorines in plastic pellets from four beaches in Mumbai coast, India",10.1007/s10661-015-4531-5,Jayasiri H.
6689,Bacterial Community Profiling of Plastic Litter in the Belgian Part of the North Sea,10.1021/acs.est.5b01093,De Tender C.A.
6690,Marine birds and plastic debris in Canada: A national synthesis and a way forward,10.1139/er-2014-0039,Provencher J.
6691,Microplastic: A selfmade environmental problem in the plastic age,10.5073/JFK.2015.07.01,Stöven K.
6692,"Elevated levels of ingested plastic in a high Arctic seabird, the northern fulmar (Fulmarus glacialis)",10.1007/s00300-015-1657-4,Trevail A.M.
6693,Microplastic resin pellets on an urban tropical beach in Colombia,10.1007/s10661-015-4602-7,Acosta-Coley I.
6694,"Zygomycetes in vesicular basanites from vesteris seamount, Greenland Basin - A new type of cryptoendolithic fungi",10.1371/journal.pone.0133368,Ivarsson M.
6695,Ingested microplastics (&gt;100μm) are translocated to organs of the tropical fiddler crab Uca rapax,10.1016/j.marpolbul.2015.05.001,Brennecke D.
6696,Marine neustonic microplastics around the southeastern coast of Korea,10.1016/j.marpolbul.2015.04.054,Kang J.H.
6697,Marine debris ingestion by albatrosses in the southwest Atlantic Ocean,10.1016/j.marpolbul.2015.05.034,Jiménez S.
6698,"Composition and potential origin of marine debris stranded in the Western Indian Ocean on remote Alphonse Island, Seychelles",10.1016/j.marpolbul.2015.05.042,Duhec A.V.
6699,Salinity sensing based on microfiber knot resonator,10.1016/j.sna.2015.06.019,Liao Y.
6700,Estimation of the Environmental Load of High- and Low-Density Polyethylene from South Korea Using a Mass Balance Approach,10.1007/s00244-015-0192-1,Kim M.
6701,Surface properties of beached plastics,10.1007/s11356-015-4332-y,Fotopoulou K.
6702,Effects of ghost fishing lobster traps in the Florida Keys,10.1093/icesjms/fsu238,Butler C.B.
6703,Thinking without the 'circle': Marine plastic and global ethics,10.1016/j.polgeo.2015.04.003,Mitchell A.
6704,Citizen-based litter and marine debris data collection and mapping,10.1109/MCSE.2015.67,Jambeck J.
6705,Spatial and Temporal Patterns of Stranded Intertidal Marine Debris: Is There a Picture of Global Change?,10.1021/es5060572,Browne M.
6706,Identification and Quantification of Microplastics in Wastewater Using Focal Plane Array-Based Reflectance Micro-FT-IR Imaging,10.1021/acs.analchem.5b00495,Tagg A.S.
6707,"Formation conditions and sedimentary characteristics of a Triassic shallow water braided delta in the Yanchang Formation, southwest Ordos basin, China",10.1371/journal.pone.0119704,Liu Z.
6708,"Changes in abundance and composition of anthropogenic marine debris on the continental slope off the Pacific coast of northern Japan, after the March 2011 Tohoku earthquake",10.1016/j.marpolbul.2015.04.011,Goto T.
6709,Using a forensic science approach to minimize environmental contamination and to identify microfibres in marine sediments,10.1016/j.marpolbul.2015.04.044,Woodall L.C.
6710,Microplastic in a macro filter feeder: Humpback whale Megaptera novaeangliae,10.1016/j.marpolbul.2015.04.007,Besseling E.
6711,First evidence of presence of plastic debris in stomach of large pelagic fish in the Mediterranean Sea,10.1016/j.marpolbul.2015.04.048,Romeo T.
6712,Integrating science education and marine conservation through collaborative partnerships,10.1016/j.marpolbul.2015.04.009,Martin J.
6713,Protected Shores Contaminated with Plastic: From Knowledge to Action,10.1016/B978-0-12-802748-6.00011-5,Baztan J.
6714,A microfluidic device approach to generate hollow alginate microfibers with controlled wall thickness and inner diameter,10.1063/1.4919361,Pham U.H.T.
6715,Occurrence and spatial distribution of microplastics in river shore sediments of the rhine-main area in Germany,10.1021/acs.est.5b00492,Klein S.
6716,Impacts of discarded plastic bags on marine assemblages and ecosystem functioning,10.1021/acs.est.5b00277,Green D.
6717,"Microplastics in freshwater systems: A review of the emerging threats, identification of knowledge gaps and prioritisation of research needs",10.1016/j.watres.2015.02.012,Eerkes-Medrano D.
6718,Passive buoyant tracers in the ocean surface boundary layer: 1. Influence of equilibrium wind-waves on vertical distributions,10.1002/2014JC010487,Kukulka T.
6719,Microplastics: Addressing ecological risk through lessons learned,10.1002/etc.2914,Syberg K.
6720,A comparison of microscopic and spectroscopic identification methods for analysis of microplastics in environmental samples,10.1016/j.marpolbul.2015.01.015,Song Y.K.
6721,Debris ingestion by juvenile marine turtles: An underestimated problem,10.1016/j.marpolbul.2015.02.022,Santos R.
6722,Plastic accumulation in the mediterranean sea,10.1371/journal.pone.0121762,Cózar A.
6723,Optimization of elutriation device for filtration of microplastic particles from sediment,10.1016/j.marpolbul.2014.12.054,Zhu X.
6724,Marine debris ingestion by Chelonia mydas (Testudines: Cheloniidae) on the Brazilian coast,10.1016/j.marpolbul.2015.01.010,da Silva Mendes S.
6725,The impact of debris on marine life,10.1016/j.marpolbul.2014.12.041,Gall S.
6726,"Distribution and assessment of marine debris in the deep Tyrrhenian Sea (NW Mediterranean Sea, Italy)",10.1016/j.marpolbul.2014.12.044,Angiolillo M.
6727,Assessment of microplastic toxicity to embryonic development of the sea urchin Lytechinus variegatus (Echinodermata: Echinoidea),10.1016/j.marpolbul.2014.12.050,Nobre C.R.
6728,"Spatial-temporal analysis of marine debris on beaches of Niterói, RJ, Brazil: Itaipu and Itacoatiara",10.1016/j.marpolbul.2014.12.036,Silva M.L.d.
6729,Legal and institutional tools to mitigate plastic pollution affecting marine species: Argentina as a case study,10.1016/j.marpolbul.2014.12.047,González Carman V.
6730,"Clinical pathology reference intervals for an in-water population of juvenile loggerhead sea turtle s (Caretta caretta) in Core Sound, North Carolina, USA",10.1371/journal.pone.0115739,Kelly T.R.
6731,Characterization of small plastic debris on tourism beaches around the South China Sea,10.1016/j.rsma.2015.04.001,Zhao S.
6732,Microplastic ingestion by scleractinian corals,10.1007/s00227-015-2619-7,Hall N.M.
6733,Plastic debris in the Laurentian Great Lakes: A review,10.1016/j.jglr.2014.12.020,Driedger A.G.J.
6734,Abundance and environmental drivers of anthropogenic litter on 5 Lake Michigan beaches: A study facilitated by citizen science data collection,10.1016/j.jglr.2014.12.015,Hoellein T.J.
6735,Marine debris in a World Heritage Listed Brazilian estuary,10.1016/j.marpolbul.2014.09.032,Possatto F.E.
6736,"Tracking the origins of plastic debris across the Coral Sea: A case study from the Ouvéa Island, New Caledonia",10.1016/j.marpolbul.2015.06.022,Maes C.
6737,The vertical distribution of buoyant plastics at sea: An observational study in the North Atlantic Gyre,10.5194/bg-12-1249-2015,Reisser J.
6738,Trace elements and ingested plastic debris in wintering dovekies (Alle alle),10.1016/j.marpolbul.2014.11.029,Fife D.T.
6739,The amount and accumulation rate of plastic debris on marshes and beaches on the Georgia coast,10.1016/j.marpolbul.2014.12.019,Lee R.
6740,Modelling the transport and accumulation of floating marine debris in the Mediterranean basin,10.1016/j.marpolbul.2014.11.037,Mansui J.
6741,Favored use of anti-predator netting (APN) applied for the farming of clams leads to little benefits to industry while increasing nearshore impacts and plastics pollution,10.1016/j.marpolbul.2014.12.043,Bendell L.I.
6742,Evaluation of beach cleanup effects using linear system analysis,10.1016/j.marpolbul.2014.12.026,Kataoka T.
6743,Plastic waste inputs from land into the ocean,10.1126/science.1260352,Jambeck J.
6744,Synergism of poly(p-phenylene benzobisoxazole) microfibers and carbon nanofibers on improving the wear resistance of polyimide-matrix composites in sea water,10.1007/s11249-014-0452-7,Chen B.
6745,"A critical overview of the analytical approaches to the occurrence, the fate and the behavior of microplastics in the environment",10.1016/j.trac.2014.10.011,Rocha-Santos T.
6746,Plastic in surface waters of the Inside Passage and beaches of the Salish Sea in Washington State,10.1016/j.marpolbul.2015.06.019,Davis W.
6747,"The impact of polystyrene microplastics on feeding, function and fecundity in the marine copepod Calanus helgolandicus",10.1021/es504525u,Cole M.
6748,"Marine litter, future prospects for research",10.3389/fmars.2015.00087,Galgani F.
6749,"POPs monitoring in Australia and New Zealand using plastic resin pellets, and International Pellet Watch as a tool for education and raising public awareness on plastic debris and POPs",10.1016/j.marpolbul.2015.11.006,Yeo B.G.
6750,Reducing microplastics from facial exfoliating cleansers in wastewater through treatment versus consumer product decisions,10.1016/j.marpolbul.2015.10.074,Chang M.
6751,Marine litter education boosts children's understanding and self-reported actions,10.1016/j.marpolbul.2014.10.049,Hartley B.
6752,Testing marine conservation applications of unmanned aerial systems (Uas) in a remote marine protected area,10.1139/juvs-2015-0011,Brooke S.
6753,The New York Bight 25years later: Use impairments and policy challenges,10.1016/j.marpolbul.2014.10.010,Ofiara D.
6754,Microplastics in the marine environment: Current trends and future perspectives,10.1016/j.marpolbul.2015.06.008,Barboza L.G.A.
6755,"Marine ecosystems: Human impacts on biodiversity, functioning and services",10.1017/CBO9781139794763,Crowe T.
6756,Beach debris in the Azores (NE Atlantic): Faial Island as a first case study,10.1016/j.marpolbul.2015.10.056,Pieper C.
6757,"Plastic pollution in five urban estuaries of KwaZulu-Natal, South Africa",10.1016/j.marpolbul.2015.09.044,Naidoo T.
6758,Drivers and annual estimates of marine wildlife entanglement rates: A long-term case study with Australian fur seals,10.1016/j.marpolbul.2015.10.007,McIntosh R.R.
6759,Marine debris ingestion by sea turtles (Testudines) on the Brazilian coast: An underestimated threat?,10.1016/j.marpolbul.2015.10.002,de Carvalho R.H.
6760,Debris ingestion by the Antillean Manatee (Trichechus manatus manatus),10.1016/j.marpolbul.2015.09.040,Attademo F.
6761,Temporal variability of marine debris deposition at Tern Island in the Northwestern Hawaiian Islands,10.1016/j.marpolbul.2015.10.076,Agustin A.E.
6762,Ingestion of microplastics by commercial fish off the Portuguese coast,10.1016/j.marpolbul.2015.11.008,Neves D.
6763,Effects of pollution on marine organisms,10.2175/106143015X14338845156380,Mearns A.
6764,A quantitative analysis of microplastic pollution along the south-eastern coastline of South Africa,10.1016/j.marpolbul.2015.09.043,Nel H.A.
6765,"The federal oil spill team for emergency response remote sensing, fosterrs: Enabling remote sensing technology for marine disaster response",10.1007/978-1-4939-2602-2_7,Leifer I.
6766,Nanoplastics in the aquatic environment. Critical review,10.1007/978-3-319-16510-3_12,Koelmans A.A.
6767,"Microplastics in the marine environment: Distribution, interactions and effects",10.1007/978-3-319-16510-3_10,Lusher A.
6768,"The complex mixture, fate and toxicity of chemicals associated with plastic debris in the marine environment",10.1007/978-3-319-16510-3_5,Rochman C.
6769,Micro- and nano-plastics and human health,10.1007/978-3-319-16510-3_13,Galloway T.S.
6770,"Microplastics in the marine environment: Sources, consequences and solutions",10.1007/978-3-319-16510-3_7,Thompson R.C.
6771,"Global distribution, composition and abundance of marine litter",10.1007/978-3-319-16510-3_2,Galgani F.
6772,Modeling the role of microplastics in bioaccumulation of organic chemicals to marine aquatic organisms. A critical review,10.1007/978-3-319-16510-3_11,Koelmans A.A.
6773,A brief history of marine litter research,10.1007/978-3-319-16510-3_1,Ryan P.
6774,Methodology used for the detection and identification of microplastics—a critical appraisal,10.1007/978-3-319-16510-3_8,Löder M.G.J.
6775,Marine microplastic-associated biofilms - A review,10.1071/EN15069,Oberbeckmann S.
6776,Questions of size and numbers in environmental research on microplastics: Methodological and conceptual aspects,10.1071/EN15012,Filella M.
6777,"Occurrence, relative abundance and spatial distribution of microplastics and zooplankton NW of Sardinia in the Pelagos Sanctuary Protected Area, Mediterranean Sea",10.1071/EN14234,Panti C.
6778,"Plastic pollution in Swiss surface waters: Nature and concentrations, interaction with pollutants",10.1071/EN14218,Faure F.
6779,Characterisation of microplastics and toxic chemicals extracted from microplastic samples from the North Pacific Gyre,10.1071/EN14236,Rios Mendoza L.
6780,Marine litter as habitat and dispersal vector,10.1007/978-3-319-16510-3_6,Kiessling T.
6781,Focal plane array detector-based micro-Fourier-transform infrared imaging for the analysis of microplastics in environmental samples,10.1071/EN14205,Löder M.
6782,Beyond the ocean: Contamination of freshwater ecosystems with (micro-)plastic particles,10.1071/EN14172,Dris R.
6783,Marine plastic pollution: Using community science to address a global problem,10.1071/MF14087,Duckett P.
6784,Tragedy of the unwanted commons: Governing the marine debris in Taiwan's oyster farming,10.1016/j.marpol.2014.12.001,Liu T.
6785,Deleterious effects of litter on marine life,10.1007/978-3-319-16510-3_4,Kühn S.
6786,Automated sorting of polymer flakes: Fluorescence labeling and development of a measurement system prototype,10.1016/j.wasman.2014.12.006,Brunner S.
6787,Pollutants bioavailability and toxicological risk from microplastics to marine mussels,10.1016/j.envpol.2014.12.021,Avio C.G.
6788,"Euthynnus affinis (little tuna): fishery, bionomics, seasonal elemental variations, health risk assessment and conservational management",10.1080/21553769.2014.961617,Ahmed Q.
6789,"The frequency of ingested plastic debris and its effects on body condition of Short-tailed Shearwater (Puffinus tenuirostris) pre-fledging chicks in Tasmania, Australia",10.1071/MU13086,Cousin H.R.
6790,Microplastics are taken up by mussels (Mytilus edulis) and lugworms (Arenicola marina) living in natural habitats,10.1016/j.envpol.2015.01.008,Van Cauwenberghe L.
6791,"Microplastic and macroplastic ingestion by a deep diving, oceanic cetacean: The True's beaked whale Mesoplodon mirus",10.1016/j.envpol.2015.01.023,Lusher A.L.
6792,A biochemical approach for identifying plastics exposure in live wildlife,10.1111/2041-210X.12277,Hardesty B.
6793,The partition behavior of perfluorooctanesulfonate (PFOS) and perfluorooctanesulfonamide (FOSA) on microplastics,10.1016/j.chemosphere.2014.08.047,Wang F.
6794,Plastic pollution of the kuril-kamchatka trench area (NW pacific),10.1016/j.dsr2.2014.08.012,Fischer V.
6795,Modeling the effect of nano-sized polymer particles on the properties of lipid membranes,10.1088/0953-8984/26/50/503101,Rossi G.
6796,Selective transport of microplastics and mesoplastics by drifting in coastal waters,10.1016/j.marpolbul.2014.09.041,Isobe A.
6797,Low densities of drifting litter in the African sector of the Southern Ocean,10.1016/j.marpolbul.2014.10.043,Ryan P.G.
6798,Macrodebris and microplastics from beaches in Slovenia,10.1016/j.marpolbul.2014.09.036,Laglbauer B.J.L.
6799,"Marine wildlife entanglement: Assessing knowledge, attitudes, and relevant behaviour in the Australian community",10.1016/j.marpolbul.2014.10.014,Pearson E.
6800,Marine litter in Mediterranean sandy littorals: Spatial distribution patterns along central Italy coastal dunes,10.1016/j.marpolbul.2014.10.011,Poeta G.
6801,"Plastic Pollution in the World's Oceans: More than 5 Trillion Plastic Pieces Weighing over 250,000 Tons Afloat at Sea",10.1371/journal.pone.0111913,Eriksen M.
6802,Pollution by Marine Debris,10.1002/9781119007647.ch4,Galgani F.
6803,The deep sea is a major sink for microplastic debris,10.1098/rsos.140317,Woodall L.C.
6804,Spectrum analysis of seawater and gasoline by microfiber ring resonator,10.3788/AOS201434.s206001,Wang X.
6805,"Factors affecting locomotion in olive ridley (Lepidochelys olivacea) hatchlings crawling to the sea at ostional beach, Costa Rica",10.2744/CCB-1088.1,Burger J.
6806,"Comparison of plantar pressure in three types of insole given to patients with diabetes at risk of developing foot ulcers - A two-year, randomized trial",10.1016/j.jcte.2014.06.002,Hellstrand Tang U.
6807,Interactions between trace metals and plastic production pellets under estuarine conditions,10.1016/j.marchem.2014.06.001,Holmes L.
6808,Microplastics in freshwater ecosystems: what we know and what we need to know,10.1186/s12302-014-0012-7,Wagner M.
6809,Fate of microplastics in the marine isopod idotea emarginata,10.1021/es501385y,Hämer J.
6810,"Patterns of marine debris distribution on the beaches of Rottnest Island, Western Australia",10.1016/j.marpolbul.2014.09.007,Smith S.D.A.
6811,Microplastic pollution in the Northeast Atlantic Ocean: Validated and opportunistic sampling,10.1016/j.marpolbul.2014.08.023,Lusher A.L.
6812,How marine debris ingestion differs among megafauna species in a tropical coastal area,10.1016/j.marpolbul.2014.09.020,Di Beneditto A.P.M.
6813,Microplastic pollution in st. lawrence river sediments,10.1139/cjfas-2014-0281,Castañeda R.A.
6814,Spatial and seasonal variation in diversity and structure of microbial biofilms on marine plastics in Northern European waters,10.1111/1574-6941.12409,Oberbeckmann S.
6815,Large-scale introduction of the Indo-Pacific damselfish Abudefduf vaigiensis into Hawai'i promotes genetic swamping of the endemic congener A. abdominalis,10.1111/mec.12952,Coleman R.R.
6816,Hydroids (Cnidaria: Hydrozoa) from Japanese tsunami marine debris washing ashore in the northwestern United States,10.3391/ai.2014.9.4.02,Calder D.R.
6817,Numerical calculation of temperature sensing in seawater based on microfibre resonator by intensity-variation scheme,10.2971/jeos.2014.14047,Yang H.J.
6818,Microplastic is an abundant and distinct microbial habitat in an urban river,10.1021/es503610r,McCormick A.
6819,Nanoplastic affects growth of S. obliquus and reproduction of D. magna,10.1021/es503001d,Besseling E.
6820,Accumulation and embryotoxicity of polystyrene nanoparticles at early stage of development of sea urchin embryos Paracentrotus lividus,10.1021/es502569w,Della Torre C.
6821,"Plastic ingestion by fulmars and shearwaters at Sable Island, Nova Scotia, Canada",10.1016/j.marpolbul.2014.08.010,Bond A.L.
6822,Use of indicator chemicals to characterize the plastic fragments ingested by Laysan albatross,10.1016/j.marpolbul.2014.07.055,Nilsen F.
6823,Levels and fate of perfluoroalkyl substances in beached plastic pellets and sediments collected from Greece,10.1016/j.marpolbul.2014.07.036,Llorca M.
6824,"Marine debris is selected as nesting material by the brown booby (Sula leucogaster) within the Swain Reefs, Great Barrier Reef, Australia",10.1016/j.marpolbul.2014.07.060,Verlis K.M.
6825,Temperature sensing in seawater based on microfiber knot resonator,10.3390/s141018515,Yang H.
6826,"Biological oceanography, biogeochemical cycles, and pelagic ecosystem functioning of the east-central South Pacific Gyre: Focus on Easter Island and Salas y Gómez Island",10.3856/vol42-issue4-fulltext-4,Von Dassow P.
6827,Simulation study of microring resonator for seawater salinity sensing with weak temperature dependence,10.1051/epjap/2014140218,Li G.X.
6828,Numerical analysis of Hydrogen-assisted rolling-contact fatigue of wind turbine bearings,10.3221/IGF-ESIS.30.06,Toribio J.
6829,Rapid bacterial colonization of low-density polyethylene microplastics in coastal sediment microcosms,10.1186/s12866-014-0232-4,Harrison J.P.
6830,Early warning signs of endocrine disruption in adult fish from the ingestion of polyethylene with and without sorbed chemical pollutants from the marine environment,10.1016/j.scitotenv.2014.06.051,Rochman C.
6831,Multi-scale interlaminar fracture mechanisms in woven composite laminates reinforced with aligned carbon nanotubes,10.1016/j.compscitech.2014.06.003,Wicks S.S.
6832,Large accumulation of micro-sized synthetic polymer particles in the sea surface microlayer,10.1021/es501757s,Song Y.K.
6833,Finding solutions for the styrofoam buoy debris problem through participatory workshops,10.1016/j.marpol.2014.08.008,Lee J.
6834,Kelp Gulls (Larus dominicanus) killed and injured by discarded monofilament lines at a marine recreational fishery in northern Patagonia,10.1016/j.marpolbul.2014.05.052,Yorio P.
6835,"Prey and plastic ingestion of Pacific Northern Fulmars (Fulmarus glacialis rogersii) from Monterey Bay, California",10.1016/j.marpolbul.2014.05.046,Donnelly-Greenan E.
6836,"High-levels of microplastic pollution in a large, remote, mountain lake",10.1016/j.marpolbul.2014.06.001,Free C.M.
6837,Determination of particulate and dissolved <sup>228</sup>Th in seawater using a delayed coincidence counter,10.1016/j.marchem.2014.12.001,Maiti K.
6838,Uptake and retention of microplastics by the shore crab carcinus maenas,10.1021/es501090e,Watts A.J.R.
6839,"Assimilation of polybrominated diphenyl ethers from microplastics by the marine amphipod, allorchestes compressa",10.1021/es405717z,Chua E.M.
6840,Plastic debris in the open ocean,10.1073/pnas.1314705111,Cózar A.
6841,Seaweeds and plastic debris can influence the survival of faecal indicator organisms in beach environments,10.1016/j.marpolbul.2014.05.011,Quilliam R.
6842,Prevalence of marine debris in marine birds from the North Atlantic,10.1016/j.marpolbul.2014.04.044,Provencher J.
6843,"Quantities, composition, and sources of beach debris in Korea from the results of nationwide monitoring",10.1016/j.marpolbul.2014.05.051,Hong S.
6844,"Ingestion and defecation of marine debris by loggerhead sea turtles, Caretta caretta, from by-catches in the South-West Indian Ocean",10.1016/j.marpolbul.2014.05.031,Hoarau L.
6845,Anthropogenic litter in urban freshwater ecosystems: Distribution and microbial interactions,10.1371/journal.pone.0098485,Hoellein T.
6846,Millimeter-sized marine plastics: A new pelagic habitat for microorganisms and invertebrates,10.1371/journal.pone.0100289,Reisser J.
6847,Preparation technique of Eichhornia crassipes-based composite packaging materials,10.3969/j.issn.1002-6819.2014.12.032,Sun H.
6848,Strategy for mitigation of marine debris: Analysis of sources and composition of marine debris in northern Taiwan,10.1016/j.marpolbul.2014.04.019,Kuo F.J.
6849,Marine debris ingestion by coastal dolphins: What drives differences between sympatric species?,10.1016/j.marpolbul.2014.03.057,Di Beneditto A.P.M.
6850,"Amount and type of derelict gear from the declining black pearl oyster aquaculture in Ahe atoll lagoon, French Polynesia",10.1016/j.marpolbul.2014.03.048,Andréfouët S.
6851,"Deep-sea faunal communities associated with a lost intermodal shipping container in the Monterey Bay National Marine Sanctuary, CA",10.1016/j.marpolbul.2014.04.014,Taylor J.
6852,The Freedom of the Seas: Untapping the Archaeological Potential of Marine Debris,10.1007/s11457-014-9129-5,Arnshav M.
6853,Mistaken identity? Visual similarities of marine debris to natural prey items of sea turtles,10.1186/1472-6785-14-14,Schuyler Q.
6854,Distribution of surface plastic debris in the eastern pacific ocean from an 11-year data set,10.1021/es4053076,Law K.L.
6855,"Strong sorption of PCBs to nanoplastics, microplastics, carbon nanotubes, and fullerenes",10.1021/es405721v,Velzeboer I.
6856,The estimation of derelict fishing gear in the coastal waters of South Korea: Trap and gill-net fisheries,10.1016/j.marpol.2014.01.006,Kim S.
6857,Documenting the density of subtidal marine debris across multiple marine and coastal habitats,10.1371/journal.pone.0094593,Smith S.
6858,A decadal prediction of the quantity of plastic marine debris littered on beaches of the East Asian marginal seas,10.1016/j.marpolbul.2014.01.057,Kako S.
6859,Marine debris in bottom trawl catches and their effects on the selectivity grids in the north eastern Mediterranean,10.1016/j.marpolbul.2014.02.017,Eryaşar A.R.
6860,"Microplastic fibers in the intertidal ecosystem surrounding Halifax Harbor, Nova Scotia",10.1016/j.marpolbul.2014.02.018,Mathalon A.
6861,Estimation of lost tourism revenue in Geoje Island from the 2011 marine debris pollution event in South Korea,10.1016/j.marpolbul.2014.02.021,Jang Y.C.
6862,Influence of proximity to an urban center in the pattern of contamination by marine debris,10.1016/j.marpolbul.2014.01.032,Leite A.S.
6863,"On the quantity and composition of floating plastic debris entering and leaving the Tamar Estuary, Southwest England",10.1016/j.marpolbul.2014.02.020,Sadri S.
6864,Evidence of microplastics in samples of zooplankton from Portuguese coastal waters,10.1016/j.marenvres.2014.01.001,Frias J.P.G.L.
6865,Polybrominated diphenyl ethers (PBDEs) in fish tissue may be an indicator of plastic contamination in marine habitats,10.1016/j.scitotenv.2014.01.058,Rochman C.M.
6866,Plastic ingestion by flesh-footed shearwaters (Puffinus carneipes): Implications for fledgling body condition and the accumulation of plastic-derived chemicals,10.1016/j.envpol.2013.12.020,Lavers J.L.
6867,Leaching of plastic additives to marine organisms,10.1016/j.envpol.2013.12.013,Koelmans A.
6868,Isolation of microplastics in biota-rich seawater samples and marine organisms,10.1038/srep04528,Cole M.
6869,Three-dimensional distribution of plastic pellets in sandy beaches: Shifting paradigms,10.1038/srep04435,Turra A.
6870,"Persistent organic pollutants (POPs), polycyclic aromatic hydrocarbons (PAHs), and plastics: Examples of the status, trend, and cycling of organic chemicals of environmental concern in the ocean",10.5670/oceanog.2014.23,Farrington J.W.
6871,Occurrence and spatial distribution of microplastics in sediments from Norderney,10.1016/j.envpol.2013.11.019,Dekiff J.
6872,New analytical method for the determination of styrene oligomers formed from polystyrene decomposition and its application at the coastlines of the North-West Pacific Ocean,10.1016/j.scitotenv.2013.12.081,Saido K.
6873,Microplastics in Singapore's coastal mangrove ecosystems,10.1016/j.marpolbul.2013.11.025,Mohamed Nor N.H.
6874,"Predictable pollution: An assessment of weather balloons and associated impacts on the marine environment - An example for the Great Barrier Reef, Australia",10.1016/j.marpolbul.2013.12.047,O'Shea O.R.
6875,Ghost fishing activity in derelict blue crab traps in Louisiana,10.1016/j.marpolbul.2013.12.002,Anderson J.A.
6876,Litter survey detects the South Atlantic 'garbage patch',10.1016/j.marpolbul.2013.12.010,Ryan P.
6877,Annual variation in neustonic micro- and meso-plastic particles and zooplankton in the Bay of Calvi (Mediterranean-Corsica),10.1016/j.marpolbul.2013.11.023,Collignon A.
6878,Widespread distribution of microplastics in subsurface seawater in the NE Pacific Ocean,10.1016/j.marpolbul.2013.12.035,Desforges J.P.W.
6879,Evaluating the impacts of marine debris on cetaceans,10.1016/j.marpolbul.2013.12.050,Baulch S.
6880,"Derelict fishing gear in Chesapeake Bay, Virginia: Spatial patterns and implications for marine fauna",10.1016/j.marpolbul.2014.01.034,Bilkovic D.
6881,Ingestion of microplastic has limited impact on a marine larva,10.1021/es404295e,Kaposi K.
6882,Global Analysis of Anthropogenic Debris Ingestion by Sea Turtles,10.1111/cobi.12126,Schuyler Q.
6883,Styrofoam debris as a potential carrier of mercury within ecosystems,10.1007/s11356-013-2153-4,Graca B.
6884,Sorption capacity of plastic debris for hydrophobic organic chemicals,10.1016/j.scitotenv.2013.08.023,Lee H.
6885,The present and future of microplastic pollution in the marine environment,10.1016/j.envpol.2013.10.036,Ivar Do Sul J.
6886,Littering dynamics in a coastal industrial setting: The influence of non-resident populations,10.1016/j.marpolbul.2014.01.015,Campbell M.
6887,Long-term sorption of metals is similar among plastic types: Implications for plastic debris in aquatic environments,10.1371/journal.pone.0085433,Rochman C.M.
6888,Comparing plastic ingestion in juvenile and adult stranded short-tailed shearwaters (Puffinus tenuirostris) in eastern Australia,10.1016/j.marpolbul.2013.11.009,Acampora H.
6889,Plastic debris retention and exportation by a mangrove forest patch,10.1016/j.marpolbul.2013.11.011,Ivar do Sul J.
6890,"Young green turtles, Chelonia mydas, exposed to plastic in a frontal area of the SW Atlantic",10.1016/j.marpolbul.2013.11.012,González Carman V.
6891,Plastic in the Thames: A river runs through it,10.1016/j.marpolbul.2013.10.035,Morritt D.
6892,Protected areas in the Atlantic facing the hazards of micro-plastic pollution: First diagnosis of three islands in the Canary Current,10.1016/j.marpolbul.2013.12.052,Baztan J.
6893,Polystyrene nanoparticles perturb lipid membranes,10.1021/jz402234c,Rossi G.
6894,Snapping shrimp prefer natural as opposed to artificial materials as their habitat in laboratory conditions,10.1063/1.4895287,Sim L.
6895,Effects of pollution on marine organisms,10.2175/106143014X14031280668498,Mearns A.J.
6896,The fluvial Peruc Member (Middle to Upper Cenomanian) of the Bohemian Cretaceous Basin near the town of Benešov nad Ploučnicí (North Bohemia),10.3140/zpravy.geol.2014.33,Jaroslav V.
6897,Ocean Contamination Generated from Plastics,10.1016/B978-0-12-382182-9.00005-0,Saido K.
6898,"Physiological, developmental and behavioral effects of marine pollution",10.1007/978-94-007-6949-6,Weis J.
6899,"Technical feasibility of a seabed gallery system for SWRO facilities at Shoaiba, Saudi Arabia, and regions with similar geology",10.1080/19443994.2014.909630,Lujan L.R.
6900,Monitoring of marine debris in the Sea of Japan using multi-spectral satellite images,10.1117/12.2068835,Aoyama T.
6901,Marine litter ensemble transport simulations in the southern North Sea,10.1016/j.marpolbul.2014.07.016,Neumann D.
6902,Out of sight but not out of mind: Harmful effects of derelict traps in selected U.S. coastal waters,10.1016/j.marpolbul.2014.06.050,Arthur C.
6903,Floating debris in the Mediterranean Sea,10.1016/j.marpolbul.2014.06.025,Suaria G.
6904,"Lobster Trap Debris in the Florida Keys National Marine Sanctuary: Distribution, Abundance, Density, and Patterns of Accumulation",10.1080/19425120.2013.852638,Uhrin A.
